names	district	location	xaxis	yaxis	roomspace	orientation	numrooms	height	floors	owner	postdate	attrs	price
整租 · 大西洋新城 精装1居室 家具家电齐全	朝阳	望京	116.473987	39.998614	60㎡	西	1室1厅1卫	中楼层	（26层）	链家	24天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	8800
第七街区 1室0厅 4800元	丰台	岳各庄	116.28512	39.888524	52㎡	西	1室0厅1卫	中楼层	（25层）	链家	23天前发布	{}	4800
整租 · 保利大都汇 1室2厅 5900元	通州	新华大街	116.663948	39.919145	52㎡	东南 西北	1室2厅2卫	低楼层	（18层）	链家	23天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'two_bathroom': '双卫生间'}	5900
10号线牡丹园 健德门 西土城  花园公寓81平1居室	海淀	牡丹园	116.377339	39.983461	81㎡	西	1室1厅1卫	中楼层	（15层）	链家	23天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	9500
亚胜铂第公馆 1房间1卫 6200元	丰台	成寿寺	116.445885	39.864094	52㎡	西	1房间1卫	高楼层	（24层）	链家	23天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6200
整租 · 夏都盈座精装朝东一居室，家电齐全，可办公，可居家	朝阳	望京	116.473756	40.002381	68㎡	东	1室1厅1卫	高楼层	（22层）	链家	22天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	8000
整租 · 平乐园小区 1室1厅 5000元	朝阳	北工大	116.487808	39.889853	45㎡	南	1室1厅1卫	高楼层	（6层）	链家	7天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	5000
北京像素南区 1房间1卫 4500元	朝阳	常营	116.622063	39.931519	49㎡	东北	1房间1卫	低楼层	（23层）	链家	22天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4500
四方景园四区 1室1厅 4800元	丰台	成寿寺	116.446891	39.860543	57㎡	北	1室1厅1卫	高楼层	（15层）	链家	18天前发布	{}	4800
整租 · 青塔秀园 1室1厅 4100元	丰台	青塔	116.269851	39.897262	46㎡	南	1室1厅1卫	中楼层	（6层）	链家	22天前发布	{'central_heating': '集中供暖'}	4100
整租 ·   飘home，精装修一居，西向，家具家电齐全	朝阳	酒仙桥	116.495031	39.976908	62㎡	西	1室1厅1卫	中楼层	（25层）	链家	22天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	7300
整租 · 万达广场 2房间1卫 5500元	石景山	鲁谷	116.232004	39.912107	55㎡	南	2房间1卫	中楼层	（22层）	链家	22天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5500
蜂鸟朝南精装修很干净的房子寻爱护家的客户	海淀	万柳	116.303301	39.9707	44㎡	南	1室0厅1卫	中楼层	（16层）	链家	21天前发布	{'central_heating': '集中供暖'}	6500
天伦锦城 1室0厅 3800元	丰台	花乡	116.340929	39.82227	41㎡	北	1室0厅1卫	中楼层	（20层）	链家	21天前发布	{'is_key': '随时看房'}	3800
整租 · 时代国际精装小开间 家电家具齐全 干净整洁	朝阳	双井	116.471348	39.90062	36㎡	北	1室0厅1卫	低楼层	（21层）	链家	21天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	6000
整租 ·   房子报社里，管理好，设施好，东西新	朝阳	红庙	116.481533	39.925749	51㎡	南	1室1厅1卫	低楼层	（6层）	链家	21天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6900
保利西山林语 1室1厅 4500元	海淀	海淀北部新区	116.220283	40.043636	50㎡	东 北	1室1厅1卫	中楼层	（8层）	链家	21天前发布	{}	4500
世安家园 1室1厅 6800元	朝阳	望京	116.463907	40.007017	58㎡	西南	1室1厅1卫	中楼层	（24层）	链家	21天前发布	{'central_heating': '集中供暖'}	6800
整租 · 亮甲店甲1号院 1室1厅 5300元	海淀	定慧寺	116.288833	39.935194	59㎡	东	1室1厅1卫	中楼层	（5层）	链家	21天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	5300
整租 · 米拉小镇 1室0厅 3300元	亦庄开发区	马驹桥	116.551852	39.765948	43㎡	西	1室0厅1卫	中楼层	（21层）	链家	20天前发布	{'decoration': '精装', 'central_heating': '集中供暖'}	3300
整租 · 华业玫瑰郡 1室0厅 6500元	朝阳	石佛营	116.508075	39.936337	40㎡	南	1室0厅1卫	中楼层	（14层）	链家	20天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	6500
整租 ·  金融街  官苑8号 车公庄平安里地铁一字排开一居室	西城	官园	116.367845	39.935365	63㎡	东	1室1厅1卫	中楼层	（16层）	链家	20天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	12000
整租 · 鸿坤理想城大满贯 1室1厅 4500元	大兴	西红门	116.350111	39.797633	68㎡	南	1室1厅1卫	中楼层	（18层）	链家	20天前发布	{'central_heating': '集中供暖'}	4500
林肯公园 1房间1卫 5000元	亦庄开发区	亦庄	116.497474	39.810115	45㎡	北	1房间1卫	高楼层	（24层）	链家	20天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5000
首开国风美唐综合楼精装的双朝向开间	昌平	回龙观	116.36695	40.079241	99㎡	西南	1房间1卫	高楼层	（17层）	链家	19天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	12000
整租 · 燕清源 1室0厅 5300元	海淀	清河	116.348101	40.040414	42㎡	南	1室0厅1卫	低楼层	（28层）	链家	19天前发布	{'decoration': '精装', 'central_heating': '集中供暖'}	5300
整租 · 乐想汇 2房间1卫 6800元	朝阳	北苑	116.445474	40.05627	68㎡	南	2房间1卫	高楼层	（18层）	链家	19天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6800
整租 ·    紫薇天悦正规朝南一居室   拎包入住	朝阳	亚运村小营	116.433356	40.005811	54㎡	西南	1室1厅1卫	低楼层	（10层）	链家	19天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	7300
整租 · 海晟名苑北区 1室0厅 8800元	东城	工体	116.448623	39.945062	46㎡	西	1室0厅1卫	高楼层	（16层）	链家	19天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	8800
整租 ·   双井富力城D区南向一居室 一层带花园 正对小区花园	朝阳	双井	116.459652	39.901899	76㎡	南	1室1厅1卫	低楼层	（10层）	链家	19天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	12000
宣颐家园 1室1厅 4500元 复式	大兴	旧宫	116.458721	39.817347	65㎡	南	1室1厅1卫	高楼层	（4层）	链家	18天前发布	{'is_subway_house': '近地铁'}	4500
整租 ·   保利蔷薇精装修朝北向一居室看房方便	东城	广渠门	116.442531	39.89667	49㎡	西 北	1室1厅1卫	低楼层	（9层）	链家	18天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	6800
整租 · 永达逸家 1室1厅 5600元	海淀	田村	116.26081	39.934189	59㎡	西	1室1厅1卫	低楼层	（15层）	链家	18天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	5600
整租 · 百朗园 1室1厅 7500元	海淀	五棵松	116.26995	39.913089	73㎡	南	1室1厅1卫	低楼层	（17层）	链家	18天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	7500
整租 · 三塔社区 1室1厅 6000元	西城	阜成门	116.350856	39.936512	38㎡	西南	1室1厅1卫	低楼层	（6层）	链家	18天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	6000
西城区官苑8号车公庄平安里地铁看房提前联系	西城	官园	116.367845	39.935365	73㎡	西	1室1厅1卫	中楼层	（16层）	链家	18天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	12000
重兴嘉园 1室1厅 4800元	石景山	鲁谷	116.236947	39.897509	67㎡	东	1室1厅1卫	高楼层	（23层）	链家	18天前发布	{'central_heating': '集中供暖'}	4800
垡头北里 1室1厅 3500元	朝阳	垡头	116.51803	39.873921	40㎡	南	1室1厅1卫	高楼层	（6层）	链家	18天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	3500
FCC中央城 2房间1卫 3200元	房山	长阳	116.217685	39.770818	51㎡	西	2房间1卫	低楼层	（28层）	链家	18天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	3200
葛布店北里 1室0厅 3500元	通州	果园	116.66424	39.899598	42㎡	南	1室0厅1卫	低楼层	（6层）	链家	18天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	3500
整租 · 安华里社区  南北通透两居室  简单装修  长期稳定出租	朝阳	安贞	116.411554	39.971886	55㎡	南 北	1室1厅1卫	高楼层	（6层）	链家	18天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	6800
整租 ·   精装一居室，家具家电齐全，客厅落地窗采光好	朝阳	大望路	116.483671	39.895896	68㎡	西	1室1厅1卫	低楼层	（22层）	链家	18天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	8500
整租 · 林肯公园 1房间1卫 4300元	亦庄开发区	亦庄	116.497474	39.810115	36㎡	西	1房间1卫	中楼层	（24层）	链家	18天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4300
合景领峰 2房间1卫 5500元	房山	长阳	116.189825	39.774016	111㎡	南	2房间1卫	中楼层	（9层）	链家	18天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5500
整租 · 万润风景 1室1厅 4300元	丰台	菜户营	116.34581	39.86288	50㎡	南	1室1厅1卫	低楼层	（18层）	链家	17天前发布	{'central_heating': '集中供暖', 'is_key': '随时看房'}	4300
整租 ·  利泽西园 正规西南向一居室 采光好	朝阳	望京	116.472175	40.017522	70㎡	西南	1室1厅1卫	中楼层	（24层）	链家	17天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7500
整租 · 蓝星花园 1室0厅 3000元	顺义	后沙峪	116.560389	40.094933	30㎡	南	1室0厅1卫	中楼层	（11层）	链家	17天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	3000
整租 · 海棠湾一期 1室1厅 4500元	通州	临河里	116.671332	39.875677	61㎡	西北	1室1厅1卫	低楼层	（27层）	链家	17天前发布	{'decoration': '精装', 'central_heating': '集中供暖'}	4500
整租 · 新华联丽港西向开间，可办公注册，近地铁，近颐堤港	朝阳	酒仙桥	116.49932	39.981474	70㎡	西	1房间1卫	中楼层	（14层）	链家	17天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7800
西坝河西里 1室1厅 5300元	朝阳	西坝河	116.442526	39.972399	48㎡	西北	1室1厅1卫	高楼层	（16层）	链家	17天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	5300
加州水郡四期 1室1厅 2800元	房山	长阳	116.16608	39.771077	58㎡	南	1室1厅1卫	中楼层	（14层）	链家	17天前发布	{}	2800
整租 · 力宝广场 1房间1卫 5000元	亦庄开发区	亦庄	116.507805	39.811249	51㎡	南	1房间1卫	高楼层	（24层）	链家	17天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5000
旧宫新苑北区 1室1厅 4000元	大兴	旧宫	116.457914	39.811553	63㎡	南 北	1室1厅1卫	低楼层	（15层）	链家	17天前发布	{'is_subway_house': '近地铁'}	4000
整租 ·   瞰都国际 南向大落地飘窗开间 采光好	朝阳	朝阳公园	116.493333	39.967187	60㎡	西南	1室0厅1卫	中楼层	（25层）	链家	17天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	7800
整租 · 保利大都汇 1室1厅 6000元	通州	新华大街	116.663948	39.919145	52㎡	西南	1室1厅2卫	低楼层	（18层）	链家	17天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'two_bathroom': '双卫生间', 'is_key': '随时看房'}	6000
整租 · 石佛营东里小区 1室1厅 5200元	朝阳	石佛营	116.509126	39.942333	50㎡	南	1室1厅1卫	高楼层	（18层）	链家	17天前发布	{'decoration': '精装', 'central_heating': '集中供暖'}	5200
整租 · 保利大都汇 1室1厅 5800元	通州	新华大街	116.663948	39.919145	52㎡	西南	1室1厅2卫	低楼层	（18层）	链家	17天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'two_bathroom': '双卫生间'}	5800
花园公寓 1室0厅 6200元	海淀	牡丹园	116.377339	39.983461	56㎡	东	1室0厅1卫	中楼层	（15层）	链家	17天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6200
整租 · 拂林园 1室1厅 8200元	朝阳	北苑	116.421401	40.034126	105㎡	南	1室1厅1卫	中楼层	（23层）	链家	16天前发布	{'is_subway_house': '近地铁', 'decoration': '精装'}	8200
朗廷 2房间1卫 6200元	朝阳	管庄	116.605154	39.917318	71㎡	西北	2房间1卫	中楼层	（12层）	链家	16天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6200
丰台东路16号院 1室1厅 4300元	丰台	玉泉营	116.330559	39.852276	48㎡	南	1室1厅1卫	中楼层	（6层）	链家	16天前发布	{'is_key': '随时看房'}	4300
整租 · 首开熙悦睿府书香 1房间1卫 2500元	房山	良乡	116.176687	39.731223	47㎡	南	1房间1卫	低楼层	（15层）	链家	16天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	2500
整租 ·   枫林精装修婚房温馨一居室，保持的很好	石景山	苹果园	116.209966	39.948741	64㎡	北	1室1厅1卫	中楼层	（10层）	链家	16天前发布	{'decoration': '精装', 'central_heating': '集中供暖'}	5400
整租 · 长城国际 1室0厅 4000元	通州	通州北苑	116.638919	39.900576	63㎡	东 西	1室0厅1卫	中楼层	（22层）	链家	16天前发布	{'decoration': '精装', 'central_heating': '集中供暖'}	4000
整租 · 西山华府 1室0厅 5600元	海淀	马连洼	116.287746	40.038617	42㎡	北	1室0厅1卫	低楼层	（6层）	链家	16天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	5600
整租 · 三环新城8号院 1室1厅 5500元	丰台	玉泉营	116.313527	39.856184	57㎡	南	1室1厅1卫	中楼层	（22层）	链家	13天前发布	{'is_subway_house': '近地铁'}	5500
流星花园三区 1室1厅 5500元	昌平	回龙观	116.34663	40.096608	60㎡	东北	1室1厅1卫	中楼层	（11层）	链家	8天前发布	{'is_subway_house': '近地铁'}	5500
整租 ·   皂君东里精装一居室 随时看房 拎包入住	海淀	皂君庙	116.343001	39.964408	43㎡	南	1室1厅1卫	中楼层	（6层）	链家	2天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	6800
整租 · 建欣苑二里 1室1厅 5000元	丰台	大红门	116.402338	39.848564	54㎡	南	1室1厅1卫	中楼层	（6层）	链家	6天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'is_new': '新上'}	5000
广安﹒康馨家园 1室1厅 4200元	丰台	青塔	116.235582	39.88187	55㎡	南	1室1厅1卫	中楼层	（28层）	链家	14天前发布	{'central_heating': '集中供暖'}	4200
锋创科技园 1房间1卫 3500元	亦庄开发区	亦庄	116.574931	39.787887	56㎡	西	1房间1卫	低楼层	（15层）	链家	10天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	3500
整租 · 佳和宜园 1室0厅 2600元	顺义	马坡	116.655693	40.180093	47㎡	南	1室0厅1卫	中楼层	（11层）	链家	2天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_new': '新上'}	2600
整租 · 北苑路甲15号院 1室1厅 6000元	朝阳	奥林匹克公园	116.42264	40.030535	70㎡	南	1室1厅1卫	低楼层	（6层）	链家	15天前发布	{'is_subway_house': '近地铁', 'decoration': '精装'}	6000
整租 · 朝阳公园西里北区   精装一居室	朝阳	农展馆	116.478815	39.948291	46㎡	东 西	1室1厅1卫	低楼层	（6层）	链家	11天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6800
石榴园北里小区 1室1厅 4200元	丰台	刘家窑	116.423311	39.853178	51㎡	南	1室1厅1卫	高楼层	（6层）	链家	15天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	4200
向军北里 1室1厅 6500元	朝阳	东大桥	116.467591	39.931474	39㎡	南	1室1厅1卫	中楼层	（14层）	链家	16天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	6500
整租 ·   东西通透开间，没有浪费面积环境幽美安静。	丰台	宋家庄	116.442232	39.859708	41㎡	东 西	1室0厅1卫	低楼层	（16层）	链家	15天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4800
整租 ·   10号线 潘家园 华威西里 精装修南向一居室	朝阳	潘家园	116.460032	39.879667	47㎡	西南	1室1厅1卫	中楼层	（6层）	链家	13天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	5200
团结湖公寓小区精装一居，拎包入住	朝阳	团结湖	116.477613	39.934452	64㎡	东北	1室1厅1卫	高楼层	（21层）	链家	16天前发布	{'is_subway_house': '近地铁'}	8000
龙湖唐宁one 2房间1卫 14000元	海淀	五道口	116.340959	39.994651	66㎡	西北	2房间1卫	中楼层	（29层）	链家	16天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	14000
整租 · 福苑小区 1室1厅 3300元	大兴	大兴其它	116.361705	39.761336	55㎡	南	1室1厅1卫	中楼层	（6层）	链家	13天前发布	{'central_heating': '集中供暖'}	3300
八里庄北里小区 1室1厅 5800元	朝阳	石佛营	116.504397	39.92941	51㎡	南 北	1室1厅1卫	低楼层	（6层）	链家	7天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	5800
方南家园二期 1室1厅 6000元	丰台	刘家窑	116.430587	39.858275	70㎡	东南	1室1厅1卫	低楼层	（24层）	链家	15天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	6000
整租 · 中门寺南坡小区 1室1厅 3500元	门头沟	大峪	116.097515	39.938083	49㎡	南	1室1厅1卫	高楼层	（18层）	链家	14天前发布	{'decoration': '精装', 'central_heating': '集中供暖'}	3500
整租 ·   新华联国际 精装复式 可以注册 诚心出租	海淀	公主坟	116.309909	39.917893	47㎡	南	2房间1卫	低楼层	（23层）	链家	15天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	13000
整租 ·   五矿央产房。精装一居室，拎包可入住	海淀	甘家口	116.3364	39.940908	45㎡	东	1室1厅1卫	低楼层	（18层）	链家	13天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6000
整租 · 北京新天地一期 1室1厅 5500元	朝阳	常营	116.610923	39.919619	65㎡	西北	1室1厅1卫	低楼层	（28层）	链家	16天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	5500
整租 · 建功南里 1室1厅 5300元	西城	白纸坊	116.359316	39.882762	48㎡	西	1室1厅1卫	低楼层	（18层）	链家	13天前发布	{'central_heating': '集中供暖'}	5300
贵园南里丙区 1室1厅 4200元	亦庄开发区	亦庄	116.490411	39.798212	55㎡	南	1室1厅1卫	高楼层	（6层）	链家	16天前发布	{'central_heating': '集中供暖'}	4200
天通公园里 1室1厅 5500元	昌平	天通苑	116.43801	40.076114	56㎡	东	1室1厅1卫	高楼层	（24层）	链家	16天前发布	{'central_heating': '集中供暖'}	5500
整租 · 设计师广场 1室0厅 4200元	丰台	科技园区	116.291708	39.844912	47㎡	西南	1室0厅1卫	高楼层	（26层）	链家	16天前发布	{'decoration': '精装', 'central_heating': '集中供暖'}	4200
整租 ·   星河城东区 西向一居室 随时入住	丰台	马家堡	116.376027	39.843729	63㎡	西	1室1厅1卫	低楼层	（20层）	链家	15天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	6000
整租 · 贵园南里丙区 1室1厅 4200元	亦庄开发区	亦庄	116.490411	39.798212	60㎡	南 北	1室1厅1卫	中楼层	（6层）	链家	3天前发布	{'central_heating': '集中供暖', 'is_new': '新上'}	4200
郁花园三里 1室1厅 3800元	大兴	郁花园	116.34004	39.775896	48㎡	南	1室1厅1卫	低楼层	（16层）	链家	11天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	3800
北重西厂 1室1厅 3500元	石景山	鲁谷	116.236519	39.898977	41㎡	西	1室1厅1卫	高楼层	（6层）	链家	16天前发布	{'central_heating': '集中供暖'}	3500
天宁寺前街北里 1室1厅 5000元	西城	天宁寺	116.351631	39.899035	42㎡	西	1室1厅1卫	中楼层	（5层）	链家	15天前发布	{'central_heating': '集中供暖'}	5000
车道沟10号院 1室1厅 5500元	海淀	紫竹桥	116.308081	39.951777	39㎡	东	1室1厅1卫	低楼层	（18层）	链家	16天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	5500
整租 ·   富力公馆   酒店式公寓  中央空调+地暖	朝阳	双井	116.455537	39.900377	96㎡	北	1室1厅1卫	中楼层	（18层）	链家	3天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_new': '新上'}	15000
整租 · 绿地诺亚方舟 2房间1卫 3000元	房山	良乡	116.188119	39.735903	50㎡	南	2房间1卫	中楼层	（17层）	链家	15天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	3000
整租 ·  沿海赛洛城 温馨一居 诚意出租	朝阳	百子湾	116.51152	39.901436	70㎡	东 西	1室1厅1卫	高楼层	（25层）	链家	14天前发布	{'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7000
当代名筑 1室1厅 4500元	通州	梨园	116.671664	39.895142	65㎡	北	1室1厅1卫	中楼层	（12层）	链家	15天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	4500
旭辉E天地 2房间1卫 2600元	房山	良乡	116.175752	39.728172	35㎡	西	2房间1卫	低楼层	（14层）	链家	15天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	2600
整租 · 靠近总部基地精装，家电齐全随时可签，拎包入住	丰台	科技园区	116.30095	39.838443	59㎡	西南	1室1厅1卫	低楼层	（31层）	链家	15天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	4800
天泰北双苑 1室1厅 4600元	朝阳	双桥	116.564416	39.909334	58㎡	南 北	1室1厅1卫	低楼层	（7层）	链家	10天前发布	{'is_subway_house': '近地铁'}	4600
北京方向 1室1厅 6000元	丰台	科技园区	116.306062	39.82004	61㎡	南	1室1厅1卫	低楼层	（14层）	链家	15天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	6000
整租 · 西二环  花园洋房 精装修 拎包入住	西城	天宁寺	116.354329	39.886078	56㎡	北	1室1厅1卫	中楼层	（21层）	链家	12天前发布	{'decoration': '精装'}	6000
整租 ·   新悦家园西北朝向正规一居室 家具家电全 放心入住	昌平	鼓楼大街	116.235366	40.216037	59㎡	西	1室1厅1卫	高楼层	（6层）	链家	15天前发布	{'central_heating': '集中供暖'}	3300
整租 · 北京像素南区 1房间1卫 4600元	朝阳	常营	116.622063	39.931519	48㎡	南	1房间1卫	高楼层	（23层）	链家	15天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4600
新街口西里三区 1室1厅 7200元	西城	新街口	116.372605	39.949564	50㎡	南 北	1室1厅1卫	低楼层	（6层）	链家	7天前发布	{'is_subway_house': '近地铁'}	7200
时尚街区东区 1室1厅 4300元	通州	梨园	116.674125	39.888623	67㎡	南	1室1厅1卫	中楼层	（21层）	链家	15天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	4300
整租 · 兰德华庭 1室1厅 4900元	海淀	田村	116.258944	39.934331	32㎡	北	1室1厅1卫	高楼层	（13层）	链家	15天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4900
华严北里小区 1室2厅 6900元	朝阳	健翔桥	116.390213	39.989129	59㎡	南	1室2厅1卫	高楼层	（18层）	链家	10天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	6900
整租 ·   五棵松 今日家园 装修不错一居室 随时入住	海淀	五棵松	116.287408	39.906807	64㎡	北	1室1厅1卫	中楼层	（24层）	链家	14天前发布	{'central_heating': '集中供暖'}	6800
万象新天一区 1室1厅 6100元	朝阳	常营	116.599468	39.935619	68㎡	北	1室1厅1卫	中楼层	（14层）	链家	14天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	6100
整租 ·   东大桥路  一居室 方便出行  拎包入住	朝阳	朝阳门外	116.456398	39.923681	45㎡	南	1室1厅1卫	中楼层	（18层）	链家	14天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6800
东亚望京  东北向  看房方便  有钥匙	朝阳	望京	116.479295	39.997662	59㎡	东北	2房间1卫	中楼层	（34层）	链家	14天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6700
整租 ·   安立路地铁口，居家精装修，4月10日拎包入住	朝阳	亚运村	116.417902	40.004014	46㎡	南 北	1室1厅1卫	低楼层	（6层）	链家	14天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	6500
整租 · 南顶村 1室1厅 4000元	丰台	赵公口	116.416888	39.850187	69㎡	南 北	1室1厅1卫	中楼层	（6层）	链家	14天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	4000
整租 · 米拉小镇 1室1厅 3600元	亦庄开发区	马驹桥	116.551852	39.765948	43㎡	南	1室1厅1卫	低楼层	（21层）	链家	14天前发布	{'decoration': '精装', 'central_heating': '集中供暖'}	3600
整租 ·   史家 朝南精装修一居室 低楼层	东城	朝阳门内	116.434237	39.933725	52㎡	南 北	1室1厅1卫	中楼层	（4层）	链家	14天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	8800
弘善家园 1室1厅 5800元	朝阳	潘家园	116.457526	39.8764	70㎡	南	1室1厅1卫	高楼层	（28层）	链家	9天前发布	{'is_subway_house': '近地铁'}	5800
阿曼寓所 1室0厅 6000元	朝阳	高碑店	116.534917	39.927474	64㎡	西	1室0厅1卫	高楼层	（16层）	链家	14天前发布	{}	6000
彩虹城四区 1室1厅 5000元	丰台	赵公口	116.419618	39.845427	52㎡	东北	1室1厅1卫	高楼层	（22层）	链家	13天前发布	{'central_heating': '集中供暖', 'is_key': '随时看房'}	5000
